2026-06-12 17:16:00,895 [INFO]  Script start.
2026-06-12 17:16:04,166 [INFO]  Delay for channel 3: requested=20000 ps, actual=20000 ps.
2026-06-12 17:16:04,167 [INFO]  Delay for channel 4: requested=16500 ps, actual=16500 ps.
2026-06-12 17:16:04,168 [INFO]  Delay for channel 5: requested=17800 ps, actual=17800 ps.
2026-06-12 17:16:04,169 [INFO]  Delay for channel 6: requested=17300 ps, actual=17300 ps.
2026-06-12 17:16:04,170 [INFO]  Initializing measurement with virtual mode channels for ALL heralding permutations.
2026-06-12 17:16:04,170 [INFO]  Automatically generated modes from input: {'H3': [1, 2], 'H4': [3, 4], 'H5': [5, 6]}
2026-06-12 17:16:04,171 [INFO]  Setting up virtual channels...
2026-06-12 17:16:04,174 [INFO]  Measurement starting for 1.000min / 0.017h
2026-06-12 17:17:19,754 [INFO]  Measurements finished.
2026-06-12 17:17:19,755 [INFO]  Collecting measurement data...
2026-06-12 17:17:20,015 [INFO]  Starting writing data to file.
2026-06-12 17:17:20,063 [INFO]  Saved data.
2026-06-12 17:17:20,135 [INFO]  Merging 1 chunks into running total...
2026-06-12 17:17:20,136 [INFO]  ============================================================
2026-06-12 17:17:20,137 [INFO]  STATUS REPORT | Duration: 1.00 min (0.017 h)
2026-06-12 17:17:20,138 [INFO]  ============================================================
2026-06-12 17:17:20,139 [INFO]  COUNTRATES (Physical):
2026-06-12 17:17:20,139 [INFO]    Ch 1: 1339.9 kHz (total: 80,395,668)
2026-06-12 17:17:20,140 [INFO]    Ch 2: 2589.5 kHz (total: 155,367,969)
2026-06-12 17:17:20,141 [INFO]    Ch 3: 1044.5 kHz (total: 62,670,822)
2026-06-12 17:17:20,142 [INFO]    Ch 4: 1090.2 kHz (total: 65,413,501)
2026-06-12 17:17:20,142 [INFO]    Ch 5: 444.1 kHz (total: 26,643,191)
2026-06-12 17:17:20,143 [INFO]    Ch 6: 312.4 kHz (total: 18,745,159)
2026-06-12 17:17:20,144 [INFO]  COUNTRATES (Virtual):
2026-06-12 17:17:20,145 [INFO]    H3: 3929.4 kHz (total: 235,763,637)
2026-06-12 17:17:20,146 [INFO]    H4: 2134.7 kHz (total: 128,084,323)
2026-06-12 17:17:20,146 [INFO]    H5: 756.5 kHz (total: 45,388,350)
2026-06-12 17:17:20,147 [INFO]  ------------------------------------------------------------
2026-06-12 17:17:20,147 [INFO]  COINCIDENCES (threshold: 100000)
2026-06-12 17:17:20,148 [INFO]  ------------------------------------------------------------
2026-06-12 17:17:20,149 [INFO]  Twofold (physical) (Reached Threshold):
2026-06-12 17:17:20,149 [INFO]    (1,2): 12,787,197 Y
2026-06-12 17:17:20,150 [INFO]    (1,3): 4,311,615 Y
2026-06-12 17:17:20,150 [INFO]    (1,4): 4,481,959 Y
2026-06-12 17:17:20,151 [INFO]    (1,5): 1,842,784 Y
2026-06-12 17:17:20,152 [INFO]    (1,6): 1,276,636 Y
2026-06-12 17:17:20,152 [INFO]    (2,3): 8,184,627 Y
2026-06-12 17:17:20,153 [INFO]    (2,4): 8,500,448 Y
2026-06-12 17:17:20,154 [INFO]    (2,5): 3,503,064 Y
2026-06-12 17:17:20,155 [INFO]    (2,6): 2,429,620 Y
2026-06-12 17:17:20,155 [INFO]    (3,4): 3,229,583 Y
2026-06-12 17:17:20,156 [INFO]    (3,5): 1,344,434 Y
2026-06-12 17:17:20,157 [INFO]    (3,6): 939,850 Y
2026-06-12 17:17:20,158 [INFO]    (4,5): 1,394,643 Y
2026-06-12 17:17:20,159 [INFO]    (4,6): 977,307 Y
2026-06-12 17:17:20,159 [INFO]    (5,6): 408,389 Y
2026-06-12 17:17:20,160 [INFO]  ============================================================
2026-06-12 17:17:20,161 [INFO]  >>> ALL THRESHOLDS REACHED <<<
2026-06-12 17:17:20,162 [INFO]  ============================================================
2026-06-12 17:17:20,211 [INFO]  Updated merged data: C:\Users\QUANTUM\OneDrive - ENSTA\!Working files\HBT\HBT Data\Tests_Jun\2026-06-12_17-16-00_g2_heralded_virtual\MERGED\17-16-00_2026-06-12_40.7mW_num0_MERGED.pkl
2026-06-12 17:17:20,212 [INFO]  >>> THRESHOLD REACHED - STOPPING EARLY <<<
2026-06-12 17:17:20,213 [INFO]  Final merged data saved to: C:\Users\QUANTUM\OneDrive - ENSTA\!Working files\HBT\HBT Data\Tests_Jun\2026-06-12_17-16-00_g2_heralded_virtual\MERGED\17-16-00_2026-06-12_40.7mW_num0_MERGED.pkl
2026-06-12 17:17:20,214 [INFO]  Total merged duration: 1.00 min
2026-06-12 17:17:20,215 [INFO]  Measurement completed in 1.27 min
2026-06-12 17:17:20,216 [INFO]  Successful finish.
